session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
s0wt3a6f,1,2549f1dl,0,,InitializeParticipant,1715006427,1,0,0
s0wt3a6f,1,2549f1dl,1,DICE,A_Intro,1715006431,1,0,0
s0wt3a6f,1,2549f1dl,2,DICE,B_Briefing,1715006444,1,0,0
s0wt3a6f,2,4r8yd8tb,0,,InitializeParticipant,1715014643,1,0,0
s0wt3a6f,2,4r8yd8tb,1,DICE,A_Intro,1715014651,1,0,0
s0wt3a6f,2,4r8yd8tb,2,DICE,B_Briefing,1715014656,1,0,0
s0wt3a6f,2,4r8yd8tb,3,DICE,C_Feed,1715014769,1,0,0
s0wt3a6f,3,fqu0w3jn,0,,InitializeParticipant,1715014814,1,0,0
s0wt3a6f,3,fqu0w3jn,1,DICE,A_Intro,1715014818,1,0,0
s0wt3a6f,3,fqu0w3jn,2,DICE,B_Briefing,1715014831,1,0,0
s0wt3a6f,4,k8lnabpr,0,,InitializeParticipant,1715014833,1,0,0
s0wt3a6f,4,k8lnabpr,1,DICE,A_Intro,1715014839,1,0,0
s0wt3a6f,4,k8lnabpr,2,DICE,B_Briefing,1715014865,1,0,0
s0wt3a6f,3,fqu0w3jn,3,DICE,C_Feed,1715014888,1,0,0
s0wt3a6f,4,k8lnabpr,3,DICE,C_Feed,1715015156,1,0,0
s0wt3a6f,5,6deeh0st,0,,InitializeParticipant,1715015282,1,0,0
s0wt3a6f,5,6deeh0st,1,DICE,A_Intro,1715015294,1,0,0
s0wt3a6f,5,6deeh0st,2,DICE,B_Briefing,1715015297,1,0,0
s0wt3a6f,6,of27sqgx,0,,InitializeParticipant,1715015303,1,0,0
s0wt3a6f,6,of27sqgx,1,DICE,A_Intro,1715015310,1,0,0
s0wt3a6f,6,of27sqgx,2,DICE,B_Briefing,1715015317,1,0,0
s0wt3a6f,7,qvn6ny76,0,,InitializeParticipant,1715015330,1,0,0
s0wt3a6f,7,qvn6ny76,1,DICE,A_Intro,1715015337,1,0,0
s0wt3a6f,5,6deeh0st,3,DICE,C_Feed,1715015357,1,0,0
s0wt3a6f,8,472hg95p,0,,InitializeParticipant,1715015358,1,0,0
s0wt3a6f,7,qvn6ny76,2,DICE,B_Briefing,1715015361,1,0,0
s0wt3a6f,8,472hg95p,1,DICE,A_Intro,1715015362,1,0,0
s0wt3a6f,8,472hg95p,2,DICE,B_Briefing,1715015381,1,0,0
s0wt3a6f,9,bl04jykk,0,,InitializeParticipant,1715015428,1,0,0
s0wt3a6f,9,bl04jykk,1,DICE,A_Intro,1715015437,1,0,0
s0wt3a6f,9,bl04jykk,2,DICE,B_Briefing,1715015453,1,0,0
s0wt3a6f,10,lwk1tua3,0,,InitializeParticipant,1715015480,1,0,0
s0wt3a6f,10,lwk1tua3,1,DICE,A_Intro,1715015486,1,0,0
s0wt3a6f,10,lwk1tua3,2,DICE,B_Briefing,1715015497,1,0,0
s0wt3a6f,11,6hsw80s4,0,,InitializeParticipant,1715015506,1,0,0
s0wt3a6f,8,472hg95p,3,DICE,C_Feed,1715015509,1,0,0
s0wt3a6f,6,of27sqgx,3,DICE,C_Feed,1715015510,1,0,0
s0wt3a6f,11,6hsw80s4,1,DICE,A_Intro,1715015532,1,0,0
s0wt3a6f,12,h4cj1rx1,0,,InitializeParticipant,1715015539,1,0,0
s0wt3a6f,13,qlj27p7q,0,,InitializeParticipant,1715015543,1,0,0
s0wt3a6f,13,qlj27p7q,1,DICE,A_Intro,1715015547,1,0,0
s0wt3a6f,12,h4cj1rx1,1,DICE,A_Intro,1715015555,1,0,0
s0wt3a6f,13,qlj27p7q,2,DICE,B_Briefing,1715015561,1,0,0
s0wt3a6f,12,h4cj1rx1,2,DICE,B_Briefing,1715015572,1,0,0
s0wt3a6f,14,53kmn7r1,0,,InitializeParticipant,1715015574,1,0,0
s0wt3a6f,11,6hsw80s4,2,DICE,B_Briefing,1715015574,1,0,0
s0wt3a6f,14,53kmn7r1,1,DICE,A_Intro,1715015582,1,0,0
s0wt3a6f,10,lwk1tua3,3,DICE,C_Feed,1715015599,1,0,0
s0wt3a6f,14,53kmn7r1,2,DICE,B_Briefing,1715015611,1,0,0
s0wt3a6f,15,fbl1s6if,0,,InitializeParticipant,1715015625,1,0,0
s0wt3a6f,16,qe74j5sm,0,,InitializeParticipant,1715015632,1,0,0
s0wt3a6f,15,fbl1s6if,1,DICE,A_Intro,1715015637,1,0,0
s0wt3a6f,15,fbl1s6if,2,DICE,B_Briefing,1715015639,1,0,0
s0wt3a6f,9,bl04jykk,3,DICE,C_Feed,1715015640,1,0,0
s0wt3a6f,16,qe74j5sm,1,DICE,A_Intro,1715015670,1,0,0
